Date,District,ndvi_mean,Latitude,Longitude
2015-01-01,Gondia,0.2755645550173988,21.15980925557098,80.2120585807697
2015-02-01,Gondia,0.23518579868393072,21.15980925557098,80.2120585807697
2015-03-01,Gondia,0.23683596425826334,21.15980925557098,80.2120585807697
2015-04-01,Gondia,0.32900168191599166,21.15980925557098,80.2120585807697
2015-05-01,Gondia,0.21732971101052911,21.15980925557098,80.2120585807697
2015-06-01,Gondia,0.3012491371272432,21.15980925557098,80.2120585807697
2015-07-01,Gondia,0.33727221169031607,21.15980925557098,80.2120585807697
2015-08-01,Gondia,0.31751763282950224,21.15980925557098,80.2120585807697
2015-09-01,Gondia,0.2729748825466689,21.15980925557098,80.2120585807697
2015-10-01,Gondia,0.4885822798466754,21.15980925557098,80.2120585807697
2015-11-01,Gondia,0.43726441348509393,21.15980925557098,80.2120585807697
2015-12-01,Gondia,0.46763561020629385,21.15980925557098,80.2120585807697
2016-01-01,Gondia,0.2796352851235836,21.15980925557098,80.2120585807697
2016-02-01,Gondia,0.19785587142240696,21.15980925557098,80.2120585807697
2016-03-01,Gondia,0.224520766699159,21.15980925557098,80.2120585807697
2016-04-01,Gondia,0.32858395060756773,21.15980925557098,80.2120585807697
2016-05-01,Gondia,0.25336240124649717,21.15980925557098,80.2120585807697
2016-06-01,Gondia,0.3384225361698803,21.15980925557098,80.2120585807697
2016-07-01,Gondia,0.32036159504935624,21.15980925557098,80.2120585807697
2016-08-01,Gondia,0.341451952086321,21.15980925557098,80.2120585807697
2016-09-01,Gondia,0.2524308029543238,21.15980925557098,80.2120585807697
2016-10-01,Gondia,0.41412174069180757,21.15980925557098,80.2120585807697
2016-11-01,Gondia,0.46616673374012607,21.15980925557098,80.2120585807697
2016-12-01,Gondia,0.47607201962703577,21.15980925557098,80.2120585807697
2017-01-01,Gondia,0.16275893411786652,21.15980925557098,80.2120585807697
2017-02-01,Gondia,0.21830782795599873,21.15980925557098,80.2120585807697
2017-03-01,Gondia,0.21969920922169162,21.15980925557098,80.2120585807697
2017-04-01,Gondia,0.28657712437522564,21.15980925557098,80.2120585807697
2017-05-01,Gondia,0.1643372052551077,21.15980925557098,80.2120585807697
2017-06-01,Gondia,0.27981541328040416,21.15980925557098,80.2120585807697
2017-07-01,Gondia,0.31035913580922847,21.15980925557098,80.2120585807697
2017-08-01,Gondia,0.35966373026032833,21.15980925557098,80.2120585807697
2017-09-01,Gondia,0.32170030009053696,21.15980925557098,80.2120585807697
2017-10-01,Gondia,0.4376909192174417,21.15980925557098,80.2120585807697
2017-11-01,Gondia,0.42243022819588244,21.15980925557098,80.2120585807697
2017-12-01,Gondia,0.4513402663663286,21.15980925557098,80.2120585807697
2018-01-01,Gondia,0.3211249490198975,21.15980925557098,80.2120585807697
2018-02-01,Gondia,0.16779271332305568,21.15980925557098,80.2120585807697
2018-03-01,Gondia,0.2091611540781638,21.15980925557098,80.2120585807697
2018-04-01,Gondia,0.28666116127610475,21.15980925557098,80.2120585807697
2018-05-01,Gondia,0.24975179512877235,21.15980925557098,80.2120585807697
2018-06-01,Gondia,0.3134926272313807,21.15980925557098,80.2120585807697
2018-07-01,Gondia,0.3155009290536466,21.15980925557098,80.2120585807697
2018-08-01,Gondia,0.2370335297970857,21.15980925557098,80.2120585807697
2018-09-01,Gondia,0.2903992766993962,21.15980925557098,80.2120585807697
2018-10-01,Gondia,0.33494144669201753,21.15980925557098,80.2120585807697
2018-11-01,Gondia,0.4793906302802362,21.15980925557098,80.2120585807697
2018-12-01,Gondia,0.39203083588464116,21.15980925557098,80.2120585807697
2019-01-01,Gondia,0.23797863225789898,21.15980925557098,80.2120585807697
2019-02-01,Gondia,0.22286464920593482,21.15980925557098,80.2120585807697
2019-03-01,Gondia,0.2513368662161778,21.15980925557098,80.2120585807697
2019-04-01,Gondia,0.30259727592318336,21.15980925557098,80.2120585807697
2019-05-01,Gondia,0.2559870170773555,21.15980925557098,80.2120585807697
2019-06-01,Gondia,0.3277409587162043,21.15980925557098,80.2120585807697
2019-07-01,Gondia,0.2582287979884212,21.15980925557098,80.2120585807697
2019-08-01,Gondia,0.34986490881280735,21.15980925557098,80.2120585807697
2019-09-01,Gondia,0.35192907352709457,21.15980925557098,80.2120585807697
2019-10-01,Gondia,0.37928598067528774,21.15980925557098,80.2120585807697
2019-11-01,Gondia,0.4733644893584281,21.15980925557098,80.2120585807697
2019-12-01,Gondia,0.3175228068044109,21.15980925557098,80.2120585807697
2020-01-01,Gondia,0.28401194840318017,21.15980925557098,80.2120585807697
2020-02-01,Gondia,0.3427040785115501,21.15980925557098,80.2120585807697
2020-03-01,Gondia,0.298382593193897,21.15980925557098,80.2120585807697
2020-04-01,Gondia,0.3137667076090184,21.15980925557098,80.2120585807697
2020-05-01,Gondia,0.21377596408531396,21.15980925557098,80.2120585807697
2020-06-01,Gondia,0.4251383691949285,21.15980925557098,80.2120585807697
2020-07-01,Gondia,0.2837206074068136,21.15980925557098,80.2120585807697
2020-08-01,Gondia,0.3924015397642521,21.15980925557098,80.2120585807697
2020-09-01,Gondia,0.37421591006392546,21.15980925557098,80.2120585807697
2020-10-01,Gondia,0.4762760159558195,21.15980925557098,80.2120585807697
2020-11-01,Gondia,0.38601279857289517,21.15980925557098,80.2120585807697
2020-12-01,Gondia,0.4962837384457942,21.15980925557098,80.2120585807697
2021-01-01,Gondia,0.23644560808722795,21.15980925557098,80.2120585807697
2021-02-01,Gondia,0.22116403543146787,21.15980925557098,80.2120585807697
2021-03-01,Gondia,0.1840975567676822,21.15980925557098,80.2120585807697
2021-04-01,Gondia,0.29419648645620267,21.15980925557098,80.2120585807697
2021-05-01,Gondia,0.18714533570399838,21.15980925557098,80.2120585807697
2021-06-01,Gondia,0.3019454696069526,21.15980925557098,80.2120585807697
2021-07-01,Gondia,0.29167782334000475,21.15980925557098,80.2120585807697
2021-08-01,Gondia,0.2857370758840786,21.15980925557098,80.2120585807697
2021-09-01,Gondia,0.273609276869134,21.15980925557098,80.2120585807697
2021-10-01,Gondia,0.545795001820003,21.15980925557098,80.2120585807697
2021-11-01,Gondia,0.4706342847924041,21.15980925557098,80.2120585807697
2021-12-01,Gondia,0.43137571756039716,21.15980925557098,80.2120585807697
2022-01-01,Gondia,0.23443035872660456,21.15980925557098,80.2120585807697
2022-02-01,Gondia,0.2394551145738711,21.15980925557098,80.2120585807697
2022-03-01,Gondia,0.1904483990351018,21.15980925557098,80.2120585807697
2022-04-01,Gondia,0.21683202481818784,21.15980925557098,80.2120585807697
2022-05-01,Gondia,0.33357920249757766,21.15980925557098,80.2120585807697
2022-06-01,Gondia,0.2999485598638646,21.15980925557098,80.2120585807697
2022-07-01,Gondia,0.4064196367216835,21.15980925557098,80.2120585807697
2022-08-01,Gondia,0.28559854024109155,21.15980925557098,80.2120585807697
2022-09-01,Gondia,0.3552301265046089,21.15980925557098,80.2120585807697
2022-10-01,Gondia,0.4218042156570132,21.15980925557098,80.2120585807697
2022-11-01,Gondia,0.46147277819149674,21.15980925557098,80.2120585807697
2022-12-01,Gondia,0.40759727507143595,21.15980925557098,80.2120585807697
2023-01-01,Gondia,0.19494893678971364,21.15980925557098,80.2120585807697
